0 1 1
0 10 0
0 11 9
0 12 15
0 13 14
0 14 3
0 15 0
0 16 0
0 17 1
0 18 0
0 19 8
0 2 1
0 3 20
0 4 25
0 5 6
0 6 17
0 7 0
0 8 10
0 9 4
1 0 11
1 10 16
1 11 0
1 12 27
1 13 3
1 14 6
1 15 0
1 16 2
1 17 1
1 18 3
1 19 5
1 2 0
1 3 0
1 4 2
1 5 3
1 6 3
1 7 0
1 8 0
1 9 0
10 0 1
10 1 16
10 11 9
10 12 17
10 13 2
10 14 0
10 15 0
10 16 10
10 17 0
10 18 5
10 19 2
10 2 2
10 3 1
10 4 0
10 5 5
10 6 11
10 7 0
10 8 0
10 9 1
11 0 0
11 1 0
11 10 13
11 12 2
11 13 30
11 14 1
11 15 73
11 16 1
11 17 3
11 18 2
11 19 0
11 2 0
11 3 0
11 4 16
11 5 3
11 6 3
11 7 2
11 8 28
11 9 0
12 0 0
12 1 3
12 10 0
12 11 13
12 13 0
12 14 4
12 15 3
12 16 0
12 17 1
12 18 14
12 19 15
12 2 10
12 3 2
12 4 18
12 5 0
12 6 3
12 7 2
12 8 2
12 9 1
13 0 0
13 1 18
13 10 0
13 11 0
13 12 0
13 14 0
13 15 22
13 16 5
13 17 6
13 18 0
13 19 2
13 2 0
13 3 1
13 4 9
13 5 14
13 6 1
13 7 3
13 8 2
13 9 20
14 0 5
14 1 0
14 10 16
14 11 2
14 12 1
14 13 7
14 15 8
14 16 0
14 17 1
14 18 14
14 19 34
14 2 2
14 3 4
14 4 57
14 5 3
14 6 32
14 7 66
14 8 3
14 9 3
15 0 10
15 1 9
15 10 1
15 11 3
15 12 3
15 13 5
15 14 48
15 16 9
15 17 12
15 18 6
15 19 1
15 2 11
15 3 12
15 4 2
15 5 21
15 6 0
15 7 0
15 8 1
15 9 3
16 0 17
16 1 20
16 10 5
16 11 1
16 12 7
16 13 0
16 14 4
16 15 1
16 17 4
16 18 12
16 19 5
16 2 1
16 3 6
16 4 0
16 5 1
16 6 5
16 7 2
16 8 0
16 9 0
17 0 14
17 1 1
17 10 23
17 11 9
17 12 0
17 13 10
17 14 4
17 15 8
17 16 2
17 18 11
17 19 16
17 2 15
17 3 0
17 4 0
17 5 2
17 6 0
17 7 0
17 8 0
17 9 1
18 0 12
18 1 2
18 10 0
18 11 3
18 12 35
18 13 5
18 14 0
18 15 14
18 16 4
18 17 29
18 19 0
18 2 0
18 3 0
18 4 4
18 5 5
18 6 3
18 7 7
18 8 32
18 9 0
19 0 9
19 1 24
19 10 1
19 11 0
19 12 3
19 13 53
19 14 8
19 15 0
19 16 1
19 17 1
19 18 2
19 2 24
19 3 8
19 4 0
19 5 10
19 6 6
19 7 0
19 8 0
19 9 2
2 0 3
2 1 0
2 10 23
2 11 1
2 12 5
2 13 0
2 14 5
2 15 28
2 16 56
2 17 0
2 18 0
2 19 0
2 3 26
2 4 4
2 5 10
2 6 4
2 7 6
2 8 1
2 9 7
3 0 27
3 1 4
3 10 0
3 11 3
3 12 0
3 13 8
3 14 0
3 15 0
3 16 34
3 17 0
3 18 21
3 19 0
3 2 2
3 4 0
3 5 22
3 6 0
3 7 2
3 8 17
3 9 11
4 0 4
4 1 0
4 10 1
4 11 0
4 12 0
4 13 8
4 14 0
4 15 0
4 16 0
4 17 0
4 18 0
4 19 0
4 2 0
4 3 2
4 5 4
4 6 1
4 7 1
4 8 0
4 9 0
5 0 0
5 1 0
5 10 2
5 11 5
5 12 3
5 13 4
5 14 2
5 15 0
5 16 0
5 17 3
5 18 3
5 19 0
5 2 0
5 3 12
5 4 0
5 6 67
5 7 1
5 8 0
5 9 4
6 0 2
6 1 69
6 10 4
6 11 15
6 12 0
6 13 0
6 14 3
6 15 2
6 16 7
6 17 4
6 18 3
6 19 12
6 2 0
6 3 0
6 4 4
6 5 0
6 7 6
6 8 16
6 9 0
7 0 53
7 1 0
7 10 4
7 11 19
7 12 23
7 13 18
7 14 20
7 15 4
7 16 0
7 17 1
7 18 1
7 19 0
7 2 0
7 3 0
7 4 0
7 5 0
7 6 0
7 8 3
7 9 1
8 0 2
8 1 1
8 10 7
8 11 0
8 12 0
8 13 7
8 14 3
8 15 3
8 16 2
8 17 10
8 18 1
8 19 2
8 2 3
8 3 2
8 4 58
8 5 2
8 6 0
8 7 19
8 9 1
9 0 0
9 1 4
9 10 7
9 11 5
9 12 1
9 13 1
9 14 14
9 15 2
9 16 0
9 17 2
9 18 0
9 19 10
9 2 2
9 3 0
9 4 15
9 5 2
9 6 8
9 7 16
9 8 0
